Date,  Galaxy,Planet_ID,Country,Disaster,Death_Count
17-04-2017,Milky Way,34,Japan,Volcano,75
06-08-2018,Milky Way,249,North Korea,Volcano,5
19-02-2018,Milky Way,21,North Korea,Volcano,41
24-10-2018,Milky Way,62,New Zealand,Landslide,34
07-08-2018,Milky Way,271,China,Landslide,0
23-09-2017,Milky Way,111,France,Flood,0
18-12-2017,Milky Way,48,Australia,Flood,35
27-06-2018,Milky Way,101,UK,Earthquake,0
12-07-2017,Milky Way,42,Mongolia,Earthquake,13
12-10-2018,Milky Way,43,Spain,Flood,11
06-03-2019,Milky Way,267,France,Flood,0
15-08-2018,Milky Way,10,Mongolia,Earthquake,35
25-06-2017,Milky Way,17,France,Flood,1
11-03-2018,Milky Way,42,Mongolia,Earthquake,22
26-07-2018,Milky Way,65,India,Earthquake,54
05-07-2018,Sombrero,,Bangladesh,,1242
25-02-2018,Milky Way,104,Pakistan,Flood,8
11-04-2019,Milky Way,137,North Korea,Volcano,48
23-06-2019,Sombrero,,New Zealand,,0
11-09-2017,Milky Way,3,Canada,Landslide,69
03-10-2018,Milky Way,251,Malaysia,Earthquake,49
17-06-2018,Milky Way,271,China,Landslide,0
12-04-2018,Milky Way,147,South Korea,BushFIre,30
05-12-2018,Milky Way,165,Australia,Earthquake,18
09-02-2019,Milky Way,271,China,Landslide,0
15-11-2017,Milky Way,251,Malaysia,Earthquake,22
06-06-2017,Milky Way,269,UK,Earthquake,0
26-10-2018,Milky Way,264,New Zealand,Landslide,0
16-05-2019,Milky Way,266,Indonesia,Flood,0
12-09-2017,Milky Way,79,Germany,Earthquake,14
23-01-2019,Milky Way,103,Singapore,Earthquake,47
23-08-2018,Milky Way,259,China,Landslide,5
10-07-2018,Milky Way,7,Mongolia,Earthquake,41
04-08-2018,Milky Way,271,China,Landslide,0
12-05-2018,Milky Way,137,North Korea,Volcano,32
07-08-2017,Milky Way,29,Mongolia,Earthquake,14
27-02-2019,Milky Way,271,China,Landslide,0
20-10-2018,Milky Way,15,New Zealand,Landslide,47
25-02-2018,Milky Way,266,Indonesia,Flood,0
19-08-2017,Milky Way,16,Indonesia,Flood,78
03-12-2017,Milky Way,64,Bangladesh,Flood,3
20-01-2019,Milky Way,270,UK,Earthquake,0
02-01-2019,Sombrero,,Pakistan,,28
18-07-2017,Milky Way,269,UK,Earthquake,0
22-02-2018,Milky Way,103,Singapore,Earthquake,37
16-01-2018,Milky Way,35,Spain,Flood,4
05-11-2017,Milky Way,257,Japan,Volcano,0
25-02-2018,Milky Way,103,Singapore,Earthquake,29
17-04-2017,Milky Way,121,Bangladesh,Flood,0
07-07-2017,Milky Way,15,New Zealand,Landslide,10
25-08-2018,Milky Way,250,Japan,Volcano,27
16-06-2018,Milky Way,70,North Korea,Volcano,22
26-05-2019,Milky Way,261,China,Landslide,0
29-09-2017,Milky Way,165,Australia,Earthquake,36
14-02-2019,Milky Way,249,North Korea,Volcano,18
03-08-2017,Milky Way,263,France,Flood,0
14-12-2018,Sombrero,,New Zealand,,0
22-02-2019,Milky Way,17,France,Flood,6
11-04-2018,Milky Way,19,North Korea,Volcano,148
05-02-2018,Milky Way,36,India,Earthquake,81
13-08-2017,Sombrero,,Bangladesh,,751
13-12-2017,Milky Way,147,South Korea,BushFIre,19
21-03-2019,Milky Way,79,Germany,Earthquake,0
05-10-2017,Milky Way,10,Mongolia,Earthquake,9
09-02-2018,Sombrero,,UK,,222
29-09-2018,Milky Way,248,North Korea,Volcano,15
26-05-2019,Milky Way,147,South Korea,BushFIre,31
18-04-2017,Milky Way,85,North Korea,Volcano,20
03-03-2019,Sombrero,,Bangladesh,,741
01-05-2017,Sombrero,,New Zealand,,0
07-01-2019,Milky Way,263,France,Flood,0
19-05-2019,Milky Way,147,South Korea,BushFIre,7
23-04-2019,Milky Way,217,Singapore,Earthquake,19
14-01-2019,Milky Way,250,Japan,Volcano,4
29-06-2017,Milky Way,43,Spain,Flood,0
07-04-2018,Milky Way,217,Singapore,Earthquake,0
24-05-2019,Milky Way,249,North Korea,Volcano,12
15-06-2018,Milky Way,76,Spain,Flood,14
13-10-2017,Milky Way,5,Bangladesh,Flood,121
18-01-2019,Milky Way,14,UK,Earthquake,31
24-04-2019,Milky Way,105,Japan,Volcano,30
13-01-2019,Milky Way,74,North Korea,Volcano,6
05-04-2018,Milky Way,21,North Korea,Volcano,60
14-04-2018,Milky Way,250,Japan,Volcano,18
06-11-2017,Milky Way,100,UK,Earthquake,0
27-03-2018,Sombrero,,Spain,,5272
16-01-2019,Milky Way,19,North Korea,Volcano,57
10-06-2019,Sombrero,,India,,46
18-10-2018,Milky Way,77,North Korea,Volcano,64
28-02-2019,Milky Way,137,North Korea,Volcano,88
21-04-2018,Milky Way,76,Spain,Flood,10
27-09-2017,Milky Way,165,Australia,Earthquake,50
20-03-2019,Milky Way,101,UK,Earthquake,9
15-02-2019,Milky Way,19,North Korea,Volcano,36
25-11-2018,Milky Way,260,Spain,Flood,0
17-03-2019,Milky Way,136,Spain,Flood,15
01-05-2017,Milky Way,258,China,Landslide,0
20-06-2018,Milky Way,250,Japan,Volcano,21
29-07-2017,Milky Way,207,Japan,Volcano,0
22-02-2019,Milky Way,269,UK,Earthquake,0
14-03-2018,Milky Way,65,India,Earthquake,64
01-05-2018,Milky Way,159,Singapore,Earthquake,0
01-06-2018,Milky Way,267,France,Flood,0
17-06-2017,Milky Way,61,Japan,Volcano,30
15-11-2018,Milky Way,70,North Korea,Volcano,24
27-12-2017,Milky Way,63,Pakistan,Flood,24
20-04-2017,Milky Way,270,UK,Earthquake,0
01-12-2018,Milky Way,79,Germany,Earthquake,18
10-09-2017,Milky Way,70,North Korea,Volcano,0
29-12-2017,Milky Way,62,New Zealand,Landslide,29
13-04-2019,Sombrero,,Spain,,9399
30-01-2018,Milky Way,36,India,Earthquake,76
14-05-2017,Sombrero,,North Korea,,0
09-07-2018,Milky Way,250,Japan,Volcano,24
08-05-2018,Milky Way,10,Mongolia,Earthquake,51
26-12-2017,Sombrero,,China,,0
26-02-2018,Sombrero,,Spain,,3998
08-05-2017,Milky Way,11,Mongolia,Earthquake,0
02-07-2017,Milky Way,269,UK,Earthquake,0
27-02-2018,Sombrero,,Australia,,341
30-05-2018,Milky Way,258,China,Landslide,2
08-10-2018,Sombrero,,Pakistan,,599
26-08-2018,Milky Way,271,China,Landslide,0
07-05-2019,Milky Way,29,Mongolia,Earthquake,16
29-05-2017,Milky Way,250,Japan,Volcano,2
05-04-2019,Sombrero,,India,,94
05-12-2017,Sombrero,,North Korea,,239
08-02-2019,Milky Way,202,Germany,Earthquake,32
16-07-2018,Milky Way,3,Canada,Landslide,204
08-03-2018,Milky Way,34,Japan,Volcano,151
25-05-2017,Milky Way,264,New Zealand,Landslide,0
05-04-2017,Milky Way,100,UK,Earthquake,0
14-12-2017,Milky Way,85,North Korea,Volcano,22
03-06-2018,Milky Way,202,Germany,Earthquake,21
12-07-2017,Milky Way,48,Australia,Flood,42
18-04-2017,Sombrero,,South Korea,,243
21-07-2017,Milky Way,7,Mongolia,Earthquake,28
26-07-2017,Sombrero,,Singapore,,0
25-05-2019,Milky Way,202,Germany,Earthquake,8
24-10-2018,Milky Way,74,North Korea,Volcano,67
03-05-2018,Milky Way,262,UK,Earthquake,0
24-08-2017,Milky Way,18,North Korea,Volcano,59
18-04-2018,Milky Way,165,Australia,Earthquake,16
15-07-2017,Milky Way,72,New Zealand,Landslide,14
15-02-2018,Milky Way,135,North Korea,Volcano,185
21-05-2018,Milky Way,105,Japan,Volcano,27
13-08-2018,Milky Way,21,North Korea,Volcano,88
22-08-2018,Milky Way,101,UK,Earthquake,3
11-01-2019,Sombrero,,Australia,,467
19-04-2017,Milky Way,259,China,Landslide,0
15-07-2018,Milky Way,3,Canada,Landslide,269
30-09-2017,Milky Way,111,France,Flood,0
25-03-2018,Milky Way,266,Indonesia,Flood,0
16-05-2017,Milky Way,270,UK,Earthquake,0
10-11-2017,Milky Way,111,France,Flood,0
04-07-2019,Milky Way,8,Mongolia,Earthquake,65
21-06-2019,Milky Way,137,North Korea,Volcano,80
21-06-2017,Milky Way,85,North Korea,Volcano,23
14-03-2019,Milky Way,63,Pakistan,Flood,23
28-09-2017,Milky Way,267,France,Flood,0
18-04-2017,Milky Way,248,North Korea,Volcano,3
10-03-2019,Sombrero,,Australia,,321
21-02-2019,Milky Way,249,North Korea,Volcano,8
12-09-2018,Milky Way,7,Mongolia,Earthquake,75
13-03-2018,Milky Way,1,Mongolia,Earthquake,217
23-11-2017,Milky Way,135,North Korea,Volcano,155
30-11-2017,Milky Way,35,Spain,Flood,0
26-03-2019,Milky Way,36,India,Earthquake,175
19-06-2017,Milky Way,269,UK,Earthquake,0
09-09-2018,Milky Way,84,USA,BushFIre,2
05-09-2017,Milky Way,111,France,Flood,0
06-09-2018,Sombrero,,Japan,,252
21-06-2018,Milky Way,265,France,Flood,0
21-04-2018,Milky Way,1,Mongolia,Earthquake,167
18-05-2018,Sombrero,,North Korea,,967
25-07-2018,Milky Way,17,France,Flood,11
06-11-2017,Milky Way,67,Japan,Volcano,0
19-12-2017,Milky Way,136,Spain,Flood,72
11-05-2018,Milky Way,103,Singapore,Earthquake,42
20-03-2018,Milky Way,147,South Korea,BushFIre,32
19-06-2018,Milky Way,267,France,Flood,0
01-03-2018,Milky Way,72,New Zealand,Landslide,0
29-12-2017,Milky Way,249,North Korea,Volcano,10
20-01-2019,Milky Way,64,Bangladesh,Flood,1
11-07-2017,Milky Way,7,Mongolia,Earthquake,25
13-11-2018,Milky Way,8,Mongolia,Earthquake,46
05-02-2019,Milky Way,135,North Korea,Volcano,188
19-12-2017,Milky Way,105,Japan,Volcano,8
20-04-2019,Sombrero,,Mongolia,,2101
14-08-2017,Milky Way,78,North Korea,Volcano,30
22-05-2017,Milky Way,100,UK,Earthquake,0
11-03-2018,Milky Way,64,Bangladesh,Flood,3
24-05-2018,Milky Way,63,Pakistan,Flood,18
03-11-2018,Milky Way,105,Japan,Volcano,97
18-05-2017,Milky Way,17,France,Flood,9
12-04-2018,Milky Way,85,North Korea,Volcano,29
14-10-2018,Sombrero,,Spain,,6273
08-08-2017,Milky Way,266,Indonesia,Flood,0
22-10-2018,Milky Way,36,India,Earthquake,161
28-10-2018,Sombrero,,Australia,,1102
14-11-2018,Milky Way,249,North Korea,Volcano,11
06-12-2018,Milky Way,262,UK,Earthquake,0
31-05-2017,Milky Way,1,Mongolia,Earthquake,488
11-08-2017,Milky Way,259,China,Landslide,0
15-09-2017,Milky Way,255,India,Earthquake,0
12-11-2017,Milky Way,202,Germany,Earthquake,11
23-03-2019,Milky Way,257,Japan,Volcano,14
17-04-2017,Milky Way,61,Japan,Volcano,21
23-05-2019,Milky Way,147,South Korea,BushFIre,57
08-07-2018,Milky Way,257,Japan,Volcano,2
02-07-2017,Milky Way,135,North Korea,Volcano,1
24-11-2017,Milky Way,19,North Korea,Volcano,100
25-07-2017,Milky Way,42,Mongolia,Earthquake,11
22-02-2019,Milky Way,74,North Korea,Volcano,36
06-09-2018,Milky Way,136,Spain,Flood,114
10-04-2018,Milky Way,21,North Korea,Volcano,56
12-06-2017,Milky Way,13,Spain,Flood,31
09-07-2018,Milky Way,271,China,Landslide,0
21-08-2017,Milky Way,84,USA,BushFIre,0
04-07-2019,Milky Way,263,France,Flood,0
23-03-2019,Sombrero,,Bangladesh,,4919
19-03-2019,Milky Way,259,China,Landslide,6
12-06-2018,Sombrero,,Japan,,986
12-07-2017,Milky Way,84,USA,BushFIre,0
16-04-2019,Sombrero,,Russia,,1181
22-07-2018,Milky Way,269,UK,Earthquake,0
25-08-2017,Milky Way,136,Spain,Flood,19
22-07-2017,Milky Way,61,Japan,Volcano,28
07-09-2018,Milky Way,67,Japan,Volcano,97
13-04-2018,Sombrero,,Mongolia,,1971
28-12-2017,Milky Way,77,North Korea,Volcano,21
27-07-2017,Milky Way,78,North Korea,Volcano,28
17-08-2018,Milky Way,77,North Korea,Volcano,25
03-06-2017,Milky Way,267,France,Flood,0
08-04-2019,Milky Way,251,Malaysia,Earthquake,80
26-07-2017,Milky Way,3,Canada,Landslide,91
09-04-2019,Milky Way,263,France,Flood,0
18-02-2018,Milky Way,136,Spain,Flood,15
21-04-2018,Milky Way,111,France,Flood,0
03-06-2018,Milky Way,85,North Korea,Volcano,3
15-10-2017,Milky Way,265,France,Flood,0
26-09-2017,Milky Way,29,Mongolia,Earthquake,53
25-01-2019,Sombrero,,Spain,,9861
09-11-2017,Sombrero,,North Korea,,342
12-06-2019,Milky Way,264,New Zealand,Landslide,0
18-08-2017,Milky Way,249,North Korea,Volcano,14
20-09-2017,Milky Way,7,Mongolia,Earthquake,66
30-08-2017,Milky Way,85,North Korea,Volcano,23
08-02-2019,Milky Way,14,UK,Earthquake,47
29-04-2019,Sombrero,,North Korea,,57
01-05-2019,Milky Way,21,North Korea,Volcano,30
01-03-2019,Milky Way,261,China,Landslide,7
20-12-2018,Sombrero,,Australia,,1396
18-09-2017,Milky Way,103,Singapore,Earthquake,25
10-09-2018,Milky Way,62,New Zealand,Landslide,19
11-10-2018,Sombrero,,Bangladesh,,3597
26-09-2018,Milky Way,121,Bangladesh,Flood,14
11-09-2018,Milky Way,82,Russia,Flood,30
08-08-2018,Milky Way,74,North Korea,Volcano,74
25-06-2017,Milky Way,217,Singapore,Earthquake,0
21-04-2019,Milky Way,250,Japan,Volcano,0
25-02-2018,Milky Way,8,Mongolia,Earthquake,31
12-04-2017,Milky Way,14,UK,Earthquake,0
06-05-2018,Milky Way,64,Bangladesh,Flood,0
06-07-2018,Milky Way,159,Singapore,Earthquake,15
18-02-2019,Milky Way,11,Mongolia,Earthquake,69
16-01-2018,Sombrero,,China,,0
06-07-2017,Milky Way,85,North Korea,Volcano,0
08-11-2017,Milky Way,258,China,Landslide,0
29-10-2018,Sombrero,,North Korea,,324
17-02-2019,Milky Way,255,India,Earthquake,13
13-02-2018,Milky Way,249,North Korea,Volcano,14
26-12-2018,Milky Way,262,UK,Earthquake,0
12-08-2018,Milky Way,270,UK,Earthquake,0
30-08-2018,Milky Way,121,Bangladesh,Flood,32
15-10-2018,Milky Way,1,Mongolia,Earthquake,463
13-05-2019,Sombrero,,North Korea,,513
24-05-2017,Milky Way,258,China,Landslide,0
17-12-2018,Milky Way,79,Germany,Earthquake,28
16-05-2018,Sombrero,,Mongolia,,2751
11-10-2017,Milky Way,8,Mongolia,Earthquake,54
21-11-2017,Milky Way,265,France,Flood,0
22-07-2017,Milky Way,111,France,Flood,0
13-05-2019,Milky Way,7,Mongolia,Earthquake,52
27-10-2017,Milky Way,248,North Korea,Volcano,10
03-03-2018,Milky Way,78,North Korea,Volcano,0
21-10-2018,Milky Way,1,Mongolia,Earthquake,137
09-05-2019,Milky Way,11,Mongolia,Earthquake,46
05-12-2017,Sombrero,,USA,,321
24-07-2017,Milky Way,48,Australia,Flood,31
17-09-2017,Milky Way,42,Mongolia,Earthquake,15
30-07-2017,Milky Way,10,Mongolia,Earthquake,2
04-08-2017,Milky Way,67,Japan,Volcano,1
03-05-2018,Milky Way,66,France,Flood,0
27-10-2017,Milky Way,11,Mongolia,Earthquake,36
28-06-2017,Milky Way,269,UK,Earthquake,0
26-02-2019,Milky Way,257,Japan,Volcano,14
29-11-2017,Milky Way,165,Australia,Earthquake,11
28-10-2018,Milky Way,136,Spain,Flood,51
16-11-2018,Sombrero,,China,,0
12-07-2018,Milky Way,61,Japan,Volcano,43
07-03-2018,Milky Way,103,Singapore,Earthquake,69
08-08-2018,Milky Way,267,France,Flood,0
22-06-2018,Milky Way,21,North Korea,Volcano,43
28-05-2019,Milky Way,257,Japan,Volcano,19
27-11-2017,Milky Way,264,New Zealand,Landslide,0
31-10-2017,Sombrero,,Russia,,51
13-10-2018,Milky Way,5,Bangladesh,Flood,309
31-10-2017,Milky Way,207,Japan,Volcano,0
01-12-2018,Milky Way,8,Mongolia,Earthquake,10
22-10-2017,Milky Way,64,Bangladesh,Flood,0
02-06-2018,Milky Way,159,Singapore,Earthquake,10
29-08-2018,Milky Way,76,Spain,Flood,7
20-05-2019,Milky Way,121,Bangladesh,Flood,24
12-04-2019,Milky Way,135,North Korea,Volcano,73
31-05-2017,Milky Way,69,Spain,Flood,0
31-05-2017,Milky Way,72,New Zealand,Landslide,59
02-11-2017,Milky Way,61,Japan,Volcano,0
22-02-2018,Milky Way,257,Japan,Volcano,0
20-09-2017,Sombrero,,China,,0
27-04-2019,Milky Way,20,Australia,Flood,34
06-08-2018,Milky Way,20,Australia,Flood,54
22-08-2017,Milky Way,104,Pakistan,Flood,21
14-11-2018,Milky Way,117,North Korea,Volcano,5
13-05-2019,Sombrero,,New Zealand,,0
18-04-2018,Sombrero,,North Korea,,738
27-04-2017,Milky Way,11,Mongolia,Earthquake,26
30-10-2017,Milky Way,103,Singapore,Earthquake,26
23-05-2019,Milky Way,17,France,Flood,9
04-10-2018,Sombrero,,China,,0
17-09-2018,Milky Way,61,Japan,Volcano,69
25-03-2019,Milky Way,73,New Zealand,Landslide,26
02-10-2018,Milky Way,120,Malaysia,Earthquake,0
15-09-2018,Milky Way,254,India,Earthquake,15
25-11-2017,Milky Way,263,France,Flood,0
05-04-2017,Sombrero,,Spain,,1142
29-06-2019,Sombrero,,Malaysia,,40
19-02-2019,Milky Way,258,China,Landslide,20
29-05-2019,Milky Way,77,North Korea,Volcano,18
15-08-2017,Sombrero,,USA,,426
10-07-2018,Milky Way,10,Mongolia,Earthquake,40
23-12-2017,Milky Way,78,North Korea,Volcano,31
09-06-2018,Milky Way,104,Pakistan,Flood,19
11-06-2018,Milky Way,19,North Korea,Volcano,119
04-07-2017,Sombrero,,Russia,,309
14-05-2019,Milky Way,262,UK,Earthquake,0
12-06-2019,Sombrero,,India,,807
17-12-2018,Milky Way,62,New Zealand,Landslide,12
15-12-2017,Milky Way,101,UK,Earthquake,0
19-10-2018,Milky Way,66,France,Flood,25
25-04-2018,Milky Way,263,France,Flood,0
16-03-2019,Milky Way,257,Japan,Volcano,10
14-08-2018,Milky Way,68,Japan,Volcano,51
31-05-2018,Milky Way,248,North Korea,Volcano,42
11-01-2019,Milky Way,79,Germany,Earthquake,37
05-04-2017,Milky Way,74,North Korea,Volcano,33
17-05-2017,Milky Way,217,Singapore,Earthquake,0
24-11-2017,Sombrero,,Mongolia,,2193
27-06-2018,Milky Way,202,Germany,Earthquake,26
26-10-2018,Milky Way,271,China,Landslide,0
12-01-2018,Milky Way,73,New Zealand,Landslide,24
14-05-2018,Sombrero,,Japan,,831
14-10-2018,Milky Way,18,North Korea,Volcano,91
21-08-2018,Milky Way,111,France,Flood,1
21-08-2017,Milky Way,62,New Zealand,Landslide,17
28-11-2018,Milky Way,120,Malaysia,Earthquake,48
12-03-2019,Milky Way,1,Mongolia,Earthquake,162
19-01-2019,Milky Way,121,Bangladesh,Flood,14
24-08-2017,Milky Way,72,New Zealand,Landslide,16
23-10-2018,Milky Way,268,UK,Earthquake,0
07-05-2019,Milky Way,48,Australia,Flood,43
13-01-2018,Milky Way,202,Germany,Earthquake,8
27-05-2018,Milky Way,217,Singapore,Earthquake,0
06-02-2018,Milky Way,79,Germany,Earthquake,16
29-01-2019,Milky Way,9,Mongolia,Earthquake,37
21-03-2019,Milky Way,34,Japan,Volcano,23
02-05-2018,Milky Way,165,Australia,Earthquake,11
11-12-2017,Milky Way,85,North Korea,Volcano,16
23-03-2019,Sombrero,,Australia,,874
02-01-2018,Milky Way,74,North Korea,Volcano,0
17-12-2018,Milky Way,67,Japan,Volcano,124
30-05-2017,Sombrero,,Malaysia,,0
26-05-2017,Milky Way,10,Mongolia,Earthquake,40
14-04-2019,Sombrero,,Spain,,3427
29-07-2017,Milky Way,64,Bangladesh,Flood,13
18-05-2017,Milky Way,165,Australia,Earthquake,3
10-11-2018,Milky Way,105,Japan,Volcano,7
16-10-2017,Milky Way,1,Mongolia,Earthquake,406
15-02-2018,Sombrero,,North Korea,,528
17-05-2018,Milky Way,72,New Zealand,Landslide,9
21-09-2018,Milky Way,42,Mongolia,Earthquake,29
26-03-2019,Milky Way,69,Spain,Flood,13
01-05-2019,Milky Way,265,France,Flood,0
27-06-2018,Milky Way,72,New Zealand,Landslide,25
29-03-2019,Milky Way,84,USA,BushFIre,18
12-10-2017,Sombrero,,Mongolia,,2837
01-10-2018,Milky Way,63,Pakistan,Flood,24
15-10-2018,Milky Way,17,France,Flood,69
21-10-2018,Milky Way,63,Pakistan,Flood,18
03-03-2018,Milky Way,137,North Korea,Volcano,0
19-01-2019,Milky Way,248,North Korea,Volcano,9
30-03-2018,Sombrero,,USA,,197
16-07-2018,Milky Way,270,UK,Earthquake,0
10-11-2018,Sombrero,,South Korea,,596
23-05-2018,Milky Way,65,India,Earthquake,34
11-06-2019,Milky Way,16,Indonesia,Flood,92
31-05-2018,Milky Way,84,USA,BushFIre,0
04-11-2018,Milky Way,159,Singapore,Earthquake,147
24-11-2017,Sombrero,,South Korea,,340
21-11-2018,Milky Way,84,USA,BushFIre,4
25-10-2018,Milky Way,19,North Korea,Volcano,166
30-09-2018,Milky Way,261,China,Landslide,6
08-03-2019,Milky Way,261,China,Landslide,20
29-07-2017,Milky Way,263,France,Flood,0
12-05-2017,Milky Way,17,France,Flood,12
21-12-2017,Milky Way,68,Japan,Volcano,6
16-03-2019,Milky Way,265,France,Flood,0
20-08-2017,Milky Way,5,Bangladesh,Flood,33
14-12-2018,Milky Way,66,France,Flood,12
12-05-2018,Milky Way,20,Australia,Flood,32
13-02-2019,Milky Way,137,North Korea,Volcano,52
16-06-2019,Milky Way,268,UK,Earthquake,0
29-11-2017,Milky Way,70,North Korea,Volcano,10
18-12-2017,Milky Way,266,Indonesia,Flood,0
26-02-2018,Milky Way,263,France,Flood,0
26-05-2019,Milky Way,77,North Korea,Volcano,2
31-01-2019,Milky Way,9,Mongolia,Earthquake,42
14-04-2019,Milky Way,19,North Korea,Volcano,27
31-07-2017,Milky Way,165,Australia,Earthquake,70
13-10-2018,Milky Way,35,Spain,Flood,12
09-11-2018,Milky Way,257,Japan,Volcano,10
02-05-2017,Milky Way,270,UK,Earthquake,0
21-05-2017,Milky Way,264,New Zealand,Landslide,0
11-04-2019,Milky Way,15,New Zealand,Landslide,53
30-12-2017,Milky Way,120,Malaysia,Earthquake,44
19-05-2017,Milky Way,207,Japan,Volcano,0
24-11-2017,Milky Way,270,UK,Earthquake,0
07-02-2018,Sombrero,,South Korea,,328
30-03-2019,Milky Way,17,France,Flood,18
03-02-2019,Milky Way,29,Mongolia,Earthquake,13
15-06-2017,Milky Way,207,Japan,Volcano,0
25-05-2019,Milky Way,19,North Korea,Volcano,62
18-05-2019,Milky Way,65,India,Earthquake,16
29-12-2017,Milky Way,268,UK,Earthquake,0
23-12-2018,Milky Way,13,Spain,Flood,2
28-11-2018,Milky Way,103,Singapore,Earthquake,56
23-09-2018,Milky Way,68,Japan,Volcano,5
08-12-2018,Milky Way,36,India,Earthquake,62
11-02-2018,Milky Way,69,Spain,Flood,0
29-04-2019,Milky Way,70,North Korea,Volcano,6
09-07-2018,Milky Way,104,Pakistan,Flood,33
03-03-2019,Milky Way,10,Mongolia,Earthquake,9
08-04-2019,Milky Way,120,Malaysia,Earthquake,21
31-05-2017,Milky Way,76,Spain,Flood,20
28-07-2018,Milky Way,135,North Korea,Volcano,189
04-06-2019,Milky Way,85,North Korea,Volcano,43
20-12-2017,Milky Way,5,Bangladesh,Flood,136
28-08-2018,Milky Way,18,North Korea,Volcano,57
08-02-2019,Milky Way,36,India,Earthquake,216
24-04-2017,Milky Way,72,New Zealand,Landslide,9
14-11-2018,Milky Way,84,USA,BushFIre,10
03-08-2018,Milky Way,260,Spain,Flood,12
14-05-2018,Sombrero,,UK,,291
26-04-2019,Milky Way,258,China,Landslide,18
02-12-2017,Milky Way,42,Mongolia,Earthquake,0
05-03-2018,Milky Way,267,France,Flood,0
19-05-2018,Milky Way,8,Mongolia,Earthquake,42
08-05-2019,Milky Way,264,New Zealand,Landslide,0
04-04-2017,Milky Way,73,New Zealand,Landslide,0
16-04-2019,Milky Way,260,Spain,Flood,12
06-09-2018,Milky Way,117,North Korea,Volcano,10
11-05-2019,Milky Way,105,Japan,Volcano,12
04-06-2019,Milky Way,64,Bangladesh,Flood,41
22-06-2017,Milky Way,136,Spain,Flood,64
22-04-2018,Milky Way,42,Mongolia,Earthquake,15
29-03-2019,Milky Way,269,UK,Earthquake,0
29-10-2017,Milky Way,77,North Korea,Volcano,1
01-05-2019,Milky Way,263,France,Flood,0
09-01-2019,Milky Way,257,Japan,Volcano,13
29-12-2017,Milky Way,103,Singapore,Earthquake,35
28-08-2017,Milky Way,270,UK,Earthquake,0
28-08-2017,Milky Way,147,South Korea,BushFIre,25
01-06-2019,Milky Way,100,UK,Earthquake,8
23-11-2017,Sombrero,,North Korea,,388
02-09-2018,Milky Way,76,Spain,Flood,0
12-05-2018,Milky Way,72,New Zealand,Landslide,6
01-05-2019,Milky Way,48,Australia,Flood,47
12-01-2018,Milky Way,250,Japan,Volcano,22
21-05-2017,Milky Way,19,North Korea,Volcano,29
04-05-2017,Milky Way,17,France,Flood,0
09-02-2019,Milky Way,29,Mongolia,Earthquake,0
